case_id,split
BDMAP_00002878,train
BDMAP_00002879,train
BDMAP_00002880,train
BDMAP_00002881,train
BDMAP_00002882,train
BDMAP_00002884,train
BDMAP_00002885,train
BDMAP_00002886,train
BDMAP_00002887,train
BDMAP_00002888,train
BDMAP_00002889,train
BDMAP_00002890,train
BDMAP_00002891,train
BDMAP_00002893,train
BDMAP_00002894,train
BDMAP_00002895,train
BDMAP_00002896,train
BDMAP_00002897,train
BDMAP_00002898,train
BDMAP_00002902,train
BDMAP_00002903,train
BDMAP_00002904,train
BDMAP_00002905,train
BDMAP_00002907,train
BDMAP_00002908,train
BDMAP_00002909,train
BDMAP_00002910,train
BDMAP_00002911,train
BDMAP_00002912,train
BDMAP_00002914,train
BDMAP_00002915,train
BDMAP_00002916,train
BDMAP_00002918,train
BDMAP_00002919,train
BDMAP_00002920,train
BDMAP_00002921,train
BDMAP_00002922,train
BDMAP_00002923,train
BDMAP_00002924,train
BDMAP_00002925,train
BDMAP_00002926,train
BDMAP_00002927,train
BDMAP_00002928,train
BDMAP_00002929,train
BDMAP_00002931,train
BDMAP_00002932,train
BDMAP_00002933,train
BDMAP_00002934,train
BDMAP_00002935,train
BDMAP_00002936,train
BDMAP_00002938,train
BDMAP_00002939,train
BDMAP_00002940,train
BDMAP_00002941,train
BDMAP_00002942,train
BDMAP_00002943,train
BDMAP_00002944,train
BDMAP_00002945,train
BDMAP_00002946,train
BDMAP_00002949,train
BDMAP_00002950,train
BDMAP_00002951,train
BDMAP_00002953,train
BDMAP_00002954,train
BDMAP_00002955,train
BDMAP_00002956,train
BDMAP_00002957,train
BDMAP_00002958,train
BDMAP_00002959,train
BDMAP_00002960,train
BDMAP_00002961,train
BDMAP_00002962,train
BDMAP_00002963,train
BDMAP_00002964,train
BDMAP_00002965,train
BDMAP_00002967,train
BDMAP_00002968,train
BDMAP_00002970,train
BDMAP_00002971,train
BDMAP_00002972,train
BDMAP_00002973,train
BDMAP_00002974,train
BDMAP_00002975,train
BDMAP_00002976,train
BDMAP_00002977,train
BDMAP_00002979,train
BDMAP_00002980,train
BDMAP_00002982,train
BDMAP_00002983,train
BDMAP_00002984,train
BDMAP_00002985,train
BDMAP_00002986,train
BDMAP_00002987,train
BDMAP_00002988,train
BDMAP_00002989,train
BDMAP_00002990,train
BDMAP_00002991,train
BDMAP_00002992,train
BDMAP_00002993,train
BDMAP_00002994,train
BDMAP_00002995,train
BDMAP_00002996,train
BDMAP_00002997,train
BDMAP_00002998,train
BDMAP_00002999,train
BDMAP_00003002,train
BDMAP_00003004,train
BDMAP_00003006,train
BDMAP_00003007,train
BDMAP_00003008,train
BDMAP_00003010,train
BDMAP_00003012,train
BDMAP_00003013,train
BDMAP_00003014,train
BDMAP_00003016,train
BDMAP_00003018,train
BDMAP_00003019,train
BDMAP_00003021,train
BDMAP_00003022,train
BDMAP_00003023,train
BDMAP_00003025,train
BDMAP_00003026,train
BDMAP_00003027,train
BDMAP_00003028,train
BDMAP_00003029,train
BDMAP_00003030,train
BDMAP_00003031,train
BDMAP_00003032,train
BDMAP_00003033,train
BDMAP_00003034,train
BDMAP_00003035,train
BDMAP_00003036,train
BDMAP_00003037,train
BDMAP_00003038,train
BDMAP_00003039,train
BDMAP_00003040,train
BDMAP_00003041,train
BDMAP_00003042,train
BDMAP_00003043,train
BDMAP_00003045,train
BDMAP_00003047,train
BDMAP_00003048,train
BDMAP_00003050,train
BDMAP_00003051,train
BDMAP_00003052,train
BDMAP_00003053,train
BDMAP_00003056,train
BDMAP_00003057,train
BDMAP_00003059,train
BDMAP_00003060,train
BDMAP_00003062,train
BDMAP_00003063,train
BDMAP_00003066,train
BDMAP_00003067,train
BDMAP_00003068,train
BDMAP_00003069,train
BDMAP_00003070,train
BDMAP_00003071,train
BDMAP_00003072,train
BDMAP_00003073,train
BDMAP_00003075,train
BDMAP_00003076,train
BDMAP_00003077,train
BDMAP_00003078,train
BDMAP_00003079,train
BDMAP_00003080,train
BDMAP_00003081,train
BDMAP_00003082,train
BDMAP_00003083,train
BDMAP_00003085,train
BDMAP_00003086,train
BDMAP_00003087,train
BDMAP_00003088,train
BDMAP_00003090,train
BDMAP_00003092,train
BDMAP_00003094,train
BDMAP_00003095,train
BDMAP_00003097,train
BDMAP_00003098,train
BDMAP_00003099,train
BDMAP_00003100,train
BDMAP_00003101,train
BDMAP_00003103,train
BDMAP_00003104,train
BDMAP_00003105,train
BDMAP_00003106,train
BDMAP_00003107,train
BDMAP_00003108,train
BDMAP_00003109,train
BDMAP_00003110,train
BDMAP_00003111,train
BDMAP_00003114,train
BDMAP_00003115,train
BDMAP_00003116,train
BDMAP_00003118,train
BDMAP_00003119,train
BDMAP_00003120,train
BDMAP_00003121,train
BDMAP_00003122,train
BDMAP_00003123,train
BDMAP_00003124,train
BDMAP_00003125,train
BDMAP_00003126,train
BDMAP_00003127,train
BDMAP_00003129,train
BDMAP_00003131,train
BDMAP_00003132,train
BDMAP_00003133,train
BDMAP_00003134,train
BDMAP_00003135,train
BDMAP_00003136,train
BDMAP_00003137,train
BDMAP_00003138,train
BDMAP_00003140,train
BDMAP_00003141,train
BDMAP_00003142,train
BDMAP_00003143,train
BDMAP_00003144,train
BDMAP_00003146,train
BDMAP_00003147,train
BDMAP_00003149,train
BDMAP_00003150,train
BDMAP_00003151,train
BDMAP_00003152,train
BDMAP_00003153,train
BDMAP_00003154,train
BDMAP_00003155,train
BDMAP_00003157,train
BDMAP_00003158,train
BDMAP_00003160,train
BDMAP_00003161,train
BDMAP_00003162,train
BDMAP_00003163,train
BDMAP_00003164,train
BDMAP_00003165,train
BDMAP_00003166,train
BDMAP_00003167,train
BDMAP_00003168,train
BDMAP_00003169,train
BDMAP_00003170,train
BDMAP_00003171,train
BDMAP_00003172,train
BDMAP_00003173,train
BDMAP_00003174,train
BDMAP_00003175,train
BDMAP_00003176,train
BDMAP_00003177,train
BDMAP_00003178,train
BDMAP_00003179,train
BDMAP_00003184,train
BDMAP_00003186,train
BDMAP_00003187,train
BDMAP_00003189,train
BDMAP_00003190,train
BDMAP_00003191,train
BDMAP_00003192,train
BDMAP_00003193,train
BDMAP_00003194,train
BDMAP_00003195,train
BDMAP_00003196,train
BDMAP_00003197,train
BDMAP_00003198,train
BDMAP_00003199,train
BDMAP_00003202,train
BDMAP_00003204,train
BDMAP_00003205,train
BDMAP_00003206,train
BDMAP_00003207,train
BDMAP_00003208,train
BDMAP_00003209,train
BDMAP_00003210,train
BDMAP_00003211,train
BDMAP_00003213,train
BDMAP_00003214,train
BDMAP_00003215,train
BDMAP_00003216,train
BDMAP_00003218,train
BDMAP_00003219,train
BDMAP_00003220,train
BDMAP_00003221,train
BDMAP_00003222,train
BDMAP_00003223,train
BDMAP_00003224,train
BDMAP_00003226,train
BDMAP_00003227,train
BDMAP_00003228,train
BDMAP_00003229,train
BDMAP_00003230,train
BDMAP_00003231,train
BDMAP_00003232,train
BDMAP_00003233,train
BDMAP_00003234,train
BDMAP_00003235,train
BDMAP_00003236,train
BDMAP_00003237,train
BDMAP_00003238,train
BDMAP_00003240,train
BDMAP_00003241,train
BDMAP_00003242,train
BDMAP_00003243,train
BDMAP_00003244,train
BDMAP_00003245,train
BDMAP_00003246,train
BDMAP_00003247,train
BDMAP_00003249,train
BDMAP_00003250,train
BDMAP_00003251,train
BDMAP_00003252,train
BDMAP_00003253,train
BDMAP_00003256,train
BDMAP_00003257,train
BDMAP_00003258,train
BDMAP_00003260,train
BDMAP_00003261,train
BDMAP_00003262,train
BDMAP_00003263,train
BDMAP_00003264,train
BDMAP_00003265,train
BDMAP_00003266,train
BDMAP_00003267,train
BDMAP_00003268,train
BDMAP_00003269,train
BDMAP_00003270,train
BDMAP_00003271,train
BDMAP_00003273,train
BDMAP_00003274,train
BDMAP_00003275,train
BDMAP_00003277,train
BDMAP_00003279,train
BDMAP_00003280,train
BDMAP_00003281,train
BDMAP_00003282,train
BDMAP_00003283,train
BDMAP_00003284,train
BDMAP_00003285,train
BDMAP_00003286,train
BDMAP_00003287,train
BDMAP_00003288,train
BDMAP_00003290,train
BDMAP_00003291,train
BDMAP_00003293,train
BDMAP_00003295,train
BDMAP_00003296,train
BDMAP_00003297,train
BDMAP_00003298,train
BDMAP_00003299,train
BDMAP_00003302,train
BDMAP_00003303,train
BDMAP_00003304,train
BDMAP_00003305,train
BDMAP_00003306,train
BDMAP_00003307,train
BDMAP_00003308,train
BDMAP_00003309,train
BDMAP_00003310,train
BDMAP_00003311,train
BDMAP_00003312,train
BDMAP_00003313,train
BDMAP_00003314,train
BDMAP_00003315,train
BDMAP_00003317,train
BDMAP_00003318,train
BDMAP_00003319,train
BDMAP_00003320,train
BDMAP_00003323,train
BDMAP_00003324,train
BDMAP_00003326,train
BDMAP_00003327,train
BDMAP_00003329,train
BDMAP_00003331,train
BDMAP_00003332,train
BDMAP_00003333,train
BDMAP_00003335,train
BDMAP_00003336,train
BDMAP_00003337,train
BDMAP_00003338,train
BDMAP_00003339,train
BDMAP_00003340,train
BDMAP_00003342,train
BDMAP_00003343,train
BDMAP_00003344,train
BDMAP_00003345,train
BDMAP_00003346,train
BDMAP_00003347,train
BDMAP_00003348,train
BDMAP_00003349,train
BDMAP_00003350,train
BDMAP_00003351,train
BDMAP_00003352,train
BDMAP_00003353,train
BDMAP_00003355,train
BDMAP_00003358,train
BDMAP_00003359,train
BDMAP_00003361,train
BDMAP_00003362,train
BDMAP_00003363,train
BDMAP_00003365,train
BDMAP_00003366,train
BDMAP_00003367,train
BDMAP_00003368,train
BDMAP_00003369,train
BDMAP_00003370,train
BDMAP_00003371,train
BDMAP_00003372,train
BDMAP_00003375,train
BDMAP_00003376,train
BDMAP_00003377,train
BDMAP_00003378,train
BDMAP_00003380,train
BDMAP_00003381,train
BDMAP_00003382,train
BDMAP_00003383,train
BDMAP_00003384,train
BDMAP_00003385,train
BDMAP_00003386,train
BDMAP_00003389,train
BDMAP_00003390,train
BDMAP_00003391,train
BDMAP_00003392,train
BDMAP_00003393,train
BDMAP_00003394,train
BDMAP_00003395,train
BDMAP_00003397,train
BDMAP_00003398,train
BDMAP_00003399,train
BDMAP_00003400,train
BDMAP_00003401,train
BDMAP_00003403,train
BDMAP_00003405,train
BDMAP_00003406,train
BDMAP_00003407,train
BDMAP_00003408,train
BDMAP_00003409,train
BDMAP_00003410,train
BDMAP_00003411,train
BDMAP_00003412,train
BDMAP_00003413,train
BDMAP_00003414,train
BDMAP_00003416,train
BDMAP_00003417,train
BDMAP_00003419,train
BDMAP_00003420,train
BDMAP_00003421,train
BDMAP_00003422,train
BDMAP_00003423,train
BDMAP_00003424,train
BDMAP_00003425,train
BDMAP_00003427,train
BDMAP_00003429,train
BDMAP_00003430,train
BDMAP_00003432,train
BDMAP_00003433,train
BDMAP_00003436,train
BDMAP_00003437,train
BDMAP_00003438,train
BDMAP_00003439,train
BDMAP_00003440,train
BDMAP_00003442,train
BDMAP_00003444,train
BDMAP_00003445,train
BDMAP_00003446,train
BDMAP_00003447,train
BDMAP_00003448,train
BDMAP_00003449,train
BDMAP_00003450,train
BDMAP_00003451,train
BDMAP_00003452,train
BDMAP_00003456,train
BDMAP_00003457,train
BDMAP_00003460,train
BDMAP_00003461,train
BDMAP_00003462,train
BDMAP_00003463,train
BDMAP_00003464,train
BDMAP_00003465,train
BDMAP_00003466,train
BDMAP_00003467,train
BDMAP_00003468,train
BDMAP_00003470,train
BDMAP_00003472,train
BDMAP_00003474,train
BDMAP_00003475,train
BDMAP_00003476,train
BDMAP_00003479,train
BDMAP_00003480,train
BDMAP_00003481,train
BDMAP_00003483,train
BDMAP_00003484,train
BDMAP_00003485,train
BDMAP_00003486,train
BDMAP_00003488,train
BDMAP_00003489,train
BDMAP_00003490,train
BDMAP_00003491,train
BDMAP_00003493,train
BDMAP_00003494,train
BDMAP_00003495,train
BDMAP_00003496,train
BDMAP_00003497,train
BDMAP_00003499,train
BDMAP_00003500,train
BDMAP_00003504,train
BDMAP_00003505,train
BDMAP_00003506,train
BDMAP_00003507,train
BDMAP_00003510,train
BDMAP_00003511,train
BDMAP_00003513,train
BDMAP_00003515,train
BDMAP_00003516,train
BDMAP_00003518,train
BDMAP_00003519,train
BDMAP_00003521,train
BDMAP_00003525,train
BDMAP_00003526,train
BDMAP_00003528,train
BDMAP_00003529,train
BDMAP_00003530,train
BDMAP_00003531,train
BDMAP_00003532,train
BDMAP_00003533,train
BDMAP_00003536,train
BDMAP_00003537,train
BDMAP_00003539,train
BDMAP_00003540,train
BDMAP_00003541,train
BDMAP_00003543,train
BDMAP_00003544,train
BDMAP_00003545,train
BDMAP_00003546,train
BDMAP_00003548,train
BDMAP_00003550,train
BDMAP_00003553,train
BDMAP_00003556,train
BDMAP_00003557,train
BDMAP_00003558,train
BDMAP_00003559,train
BDMAP_00003560,train
BDMAP_00003561,train
BDMAP_00003562,train
BDMAP_00003563,train
BDMAP_00003564,train
BDMAP_00003566,train
BDMAP_00003567,train
BDMAP_00003568,train
BDMAP_00003569,train
BDMAP_00003570,train
BDMAP_00003571,train
BDMAP_00003572,train
BDMAP_00003573,train
BDMAP_00003575,train
BDMAP_00003576,train
BDMAP_00003577,train
BDMAP_00003579,train
BDMAP_00003582,train
BDMAP_00003583,train
BDMAP_00003584,train
BDMAP_00003585,train
BDMAP_00003586,train
BDMAP_00003587,train
BDMAP_00003588,train
BDMAP_00003589,train
BDMAP_00003592,train
BDMAP_00003593,train
BDMAP_00003594,train
BDMAP_00003596,train
BDMAP_00003598,train
BDMAP_00003599,train
BDMAP_00003601,train
BDMAP_00003602,train
BDMAP_00003603,train
BDMAP_00003605,train
BDMAP_00003606,train
BDMAP_00003607,train
BDMAP_00003608,train
BDMAP_00003610,train
BDMAP_00003611,train
BDMAP_00003612,train
BDMAP_00003613,train
BDMAP_00003614,train
BDMAP_00003615,train
BDMAP_00003616,train
BDMAP_00003617,train
BDMAP_00003618,train
BDMAP_00003620,train
BDMAP_00003621,train
BDMAP_00003622,train
BDMAP_00003623,train
BDMAP_00003624,train
BDMAP_00003625,train
BDMAP_00003626,train
BDMAP_00003627,train
BDMAP_00003628,train
BDMAP_00003629,train
BDMAP_00003630,train
BDMAP_00003632,train
BDMAP_00003634,train
BDMAP_00003635,train
BDMAP_00003636,train
BDMAP_00003637,train
BDMAP_00003639,train
BDMAP_00003640,train
BDMAP_00003641,train
BDMAP_00003643,train
BDMAP_00003644,train
BDMAP_00003646,train
BDMAP_00003647,train
BDMAP_00003648,train
BDMAP_00003649,train
BDMAP_00003650,train
BDMAP_00003651,train
BDMAP_00003652,train
BDMAP_00003653,train
BDMAP_00003654,train
BDMAP_00003655,train
BDMAP_00003656,train
BDMAP_00003658,train
BDMAP_00003660,train
BDMAP_00003661,train
BDMAP_00003662,train
BDMAP_00003663,train
BDMAP_00003664,train
BDMAP_00003665,train
BDMAP_00003666,train
BDMAP_00003667,train
BDMAP_00003668,train
BDMAP_00003671,train
BDMAP_00003672,train
BDMAP_00003673,train
BDMAP_00003677,train
BDMAP_00003678,train
BDMAP_00003679,train
BDMAP_00003681,train
BDMAP_00003682,train
BDMAP_00003683,train
BDMAP_00003685,train
BDMAP_00003686,train
BDMAP_00003687,train
BDMAP_00003688,train
BDMAP_00003689,train
BDMAP_00003690,train
BDMAP_00003693,train
BDMAP_00003694,train
BDMAP_00003695,train
BDMAP_00003696,train
BDMAP_00003697,train
BDMAP_00003698,train
BDMAP_00003699,train
BDMAP_00003700,train
BDMAP_00003702,train
BDMAP_00003703,train
BDMAP_00003704,train
BDMAP_00003705,train
BDMAP_00003706,train
BDMAP_00003707,train
BDMAP_00003708,train
BDMAP_00003710,train
BDMAP_00003711,train
BDMAP_00003712,train
BDMAP_00003713,train
BDMAP_00003714,train
BDMAP_00003715,train
BDMAP_00003716,train
BDMAP_00003717,train
BDMAP_00003718,train
BDMAP_00003719,train
BDMAP_00003721,train
BDMAP_00003722,train
BDMAP_00003723,train
BDMAP_00003724,train
BDMAP_00003725,train
BDMAP_00003728,train
BDMAP_00003730,train
BDMAP_00003731,train
BDMAP_00003732,train
BDMAP_00003733,train
BDMAP_00003734,train
BDMAP_00003735,train
BDMAP_00003736,train
BDMAP_00003737,train
BDMAP_00003738,train
BDMAP_00003740,train
BDMAP_00003743,train
BDMAP_00003744,train
BDMAP_00003745,train
BDMAP_00003746,train
BDMAP_00003747,train
BDMAP_00003749,train
BDMAP_00003750,train
BDMAP_00003751,train
BDMAP_00003752,train
BDMAP_00003753,train
BDMAP_00003754,train
BDMAP_00003755,train
BDMAP_00003756,train
BDMAP_00003758,train
BDMAP_00003759,train
BDMAP_00003760,train
BDMAP_00003761,train
BDMAP_00003762,train
BDMAP_00003763,train
BDMAP_00003764,train
BDMAP_00003765,train
BDMAP_00003766,train
BDMAP_00003767,train
BDMAP_00003770,train
BDMAP_00003772,train
BDMAP_00003773,train
BDMAP_00003775,train
BDMAP_00003776,train
BDMAP_00003777,train
BDMAP_00003779,train
BDMAP_00003780,train
BDMAP_00003782,train
BDMAP_00003784,train
BDMAP_00003785,train
BDMAP_00003786,train
BDMAP_00003787,train
BDMAP_00003788,train
BDMAP_00003789,train
BDMAP_00003790,train
BDMAP_00003791,train
BDMAP_00003792,train
BDMAP_00003794,train
BDMAP_00003796,train
BDMAP_00003797,train
BDMAP_00003798,train
BDMAP_00003799,train
BDMAP_00003800,train
BDMAP_00003801,train
BDMAP_00003802,train
BDMAP_00003803,train
BDMAP_00003804,train
BDMAP_00003808,train
BDMAP_00003809,train
BDMAP_00003810,train
BDMAP_00003811,train
BDMAP_00003812,train
BDMAP_00003813,train
BDMAP_00003814,train
BDMAP_00003815,train
BDMAP_00003816,train
BDMAP_00003817,train
BDMAP_00003819,train
BDMAP_00003820,train
BDMAP_00003823,train
BDMAP_00003824,train
BDMAP_00003825,train
BDMAP_00003826,train
BDMAP_00003827,train
BDMAP_00003828,train
BDMAP_00003829,train
BDMAP_00003830,train
BDMAP_00003831,train
BDMAP_00003832,train
BDMAP_00003833,train
BDMAP_00003834,train
BDMAP_00003836,train
BDMAP_00003837,train
BDMAP_00003838,train
BDMAP_00003839,train
BDMAP_00003840,train
BDMAP_00003841,train
BDMAP_00003842,train
BDMAP_00003843,train
BDMAP_00003844,train
BDMAP_00003845,train
BDMAP_00003846,train
BDMAP_00003848,train
BDMAP_00003849,train
BDMAP_00003850,train
BDMAP_00003852,train
BDMAP_00003853,train
BDMAP_00003854,train
BDMAP_00003855,train
BDMAP_00003856,train
BDMAP_00003858,train
BDMAP_00003861,train
BDMAP_00003862,train
BDMAP_00003863,train
BDMAP_00003864,train
BDMAP_00003867,train
BDMAP_00003868,train
BDMAP_00003869,train
BDMAP_00003870,train
BDMAP_00003871,train
BDMAP_00003872,train
BDMAP_00003873,train
BDMAP_00003874,train
BDMAP_00003876,train
BDMAP_00003877,train
BDMAP_00003878,train
BDMAP_00003879,train
BDMAP_00003880,train
BDMAP_00003883,train
BDMAP_00003885,train
BDMAP_00003887,train
BDMAP_00003889,train
BDMAP_00003890,train
BDMAP_00003891,train
BDMAP_00003892,train
BDMAP_00003893,train
BDMAP_00003894,train
BDMAP_00003895,train
BDMAP_00003897,train
BDMAP_00003898,train
BDMAP_00003899,train
BDMAP_00003900,train
BDMAP_00003901,train
BDMAP_00003903,train
BDMAP_00003904,train
BDMAP_00003905,train
BDMAP_00003906,train
BDMAP_00003908,train
BDMAP_00003909,train
BDMAP_00003910,train
BDMAP_00003912,train
BDMAP_00003913,train
BDMAP_00003917,train
BDMAP_00003918,train
BDMAP_00003920,train
BDMAP_00003921,train
BDMAP_00003922,train
BDMAP_00003924,train
BDMAP_00003925,train
BDMAP_00003926,train
BDMAP_00003927,train
BDMAP_00003929,train
BDMAP_00003930,train
BDMAP_00003931,train
BDMAP_00003932,train
BDMAP_00003934,train
BDMAP_00003935,train
BDMAP_00003938,train
BDMAP_00003939,train
BDMAP_00003940,train
BDMAP_00003941,train
BDMAP_00003942,train
BDMAP_00003943,train
BDMAP_00003944,train
BDMAP_00003945,train
BDMAP_00003946,train
BDMAP_00003947,train
BDMAP_00003949,train
BDMAP_00003950,train
BDMAP_00003952,train
BDMAP_00003953,train
BDMAP_00003954,train
BDMAP_00003956,train
BDMAP_00003957,train
BDMAP_00003958,train
BDMAP_00003959,train
BDMAP_00003961,train
BDMAP_00003962,train
BDMAP_00003965,train
BDMAP_00003967,train
BDMAP_00003968,train
BDMAP_00003969,train
BDMAP_00003970,train
BDMAP_00003971,train
BDMAP_00003972,train
BDMAP_00003973,train
BDMAP_00003975,train
BDMAP_00003976,train
BDMAP_00003977,train
BDMAP_00003978,train
BDMAP_00003979,train
BDMAP_00003980,train
BDMAP_00003982,train
BDMAP_00003983,train
BDMAP_00003984,train
BDMAP_00003985,train
BDMAP_00003987,train
BDMAP_00003990,train
BDMAP_00003991,train
BDMAP_00003993,train
BDMAP_00003994,train
BDMAP_00003995,train
BDMAP_00003996,train
BDMAP_00003997,train
BDMAP_00003998,train
BDMAP_00004000,train
BDMAP_00004001,train
BDMAP_00004002,train
BDMAP_00004004,train
BDMAP_00004006,train
BDMAP_00004007,train
BDMAP_00004009,train
BDMAP_00004010,train
BDMAP_00004011,train
BDMAP_00004012,train
BDMAP_00004013,train
BDMAP_00004014,train
BDMAP_00004015,train
BDMAP_00004018,train
BDMAP_00004019,train
BDMAP_00004020,train
BDMAP_00004021,train
BDMAP_00004023,train
BDMAP_00004024,train
BDMAP_00004025,train
BDMAP_00004026,train
BDMAP_00004027,train
BDMAP_00004029,train
BDMAP_00004030,train
BDMAP_00004031,train
BDMAP_00004032,train
BDMAP_00004033,train
BDMAP_00004034,train
BDMAP_00004035,train
BDMAP_00004038,train
BDMAP_00004039,train
BDMAP_00004040,train
BDMAP_00004042,train
BDMAP_00004043,train
BDMAP_00004044,train
BDMAP_00004045,train
BDMAP_00004046,train
BDMAP_00004047,train
BDMAP_00004048,train
BDMAP_00004050,train
BDMAP_00004051,train
BDMAP_00004052,train
BDMAP_00004053,train
BDMAP_00004054,train
BDMAP_00004055,train
BDMAP_00004056,train
BDMAP_00004057,train
BDMAP_00004058,train
BDMAP_00004059,train
BDMAP_00004061,train
BDMAP_00004062,train
BDMAP_00004063,train
BDMAP_00004064,train
BDMAP_00004065,train
BDMAP_00004067,train
BDMAP_00004068,train
BDMAP_00004069,train
BDMAP_00004070,train
BDMAP_00004072,train
BDMAP_00004073,train
BDMAP_00004075,train
BDMAP_00004076,train
BDMAP_00004077,train
BDMAP_00004078,train
BDMAP_00004079,train
BDMAP_00004081,train
BDMAP_00004082,train
BDMAP_00004083,train
BDMAP_00004084,train
BDMAP_00004085,train
BDMAP_00004086,train
BDMAP_00004087,train
BDMAP_00004088,train
BDMAP_00004090,train
BDMAP_00004092,train
BDMAP_00004093,train
BDMAP_00004094,train
BDMAP_00004095,train
BDMAP_00004096,train
BDMAP_00004097,train
BDMAP_00004099,train
BDMAP_00004100,train
BDMAP_00004101,train
BDMAP_00004102,train
BDMAP_00004103,train
BDMAP_00004104,train
BDMAP_00004106,train
BDMAP_00004107,train
BDMAP_00004109,train
BDMAP_00004110,train
BDMAP_00004111,train
BDMAP_00004112,train
BDMAP_00004113,train
BDMAP_00004114,train
BDMAP_00004115,train
BDMAP_00004116,train
BDMAP_00004117,train
BDMAP_00004118,train
BDMAP_00004120,train
BDMAP_00004121,train
BDMAP_00004122,train
BDMAP_00004123,train
BDMAP_00004124,train
BDMAP_00004126,train
BDMAP_00004127,train
BDMAP_00004128,train
BDMAP_00004129,train
BDMAP_00004131,train
BDMAP_00004132,train
BDMAP_00004133,train
BDMAP_00004134,train
BDMAP_00004135,train
BDMAP_00004136,train
BDMAP_00004137,train
BDMAP_00004139,train
BDMAP_00004140,train
BDMAP_00004141,train
BDMAP_00004144,train
BDMAP_00004145,train
BDMAP_00004146,train
BDMAP_00004147,train
BDMAP_00004148,train
BDMAP_00004149,train
BDMAP_00004150,train
BDMAP_00004151,train
BDMAP_00004154,train
BDMAP_00004155,train
BDMAP_00004157,train
BDMAP_00004159,train
BDMAP_00004160,train
BDMAP_00004161,train
BDMAP_00004162,train
BDMAP_00004163,train
BDMAP_00004164,train
BDMAP_00004165,train
BDMAP_00004166,train
BDMAP_00004167,train
BDMAP_00004168,train
BDMAP_00004170,train
BDMAP_00004176,train
BDMAP_00004178,train
BDMAP_00004179,train
BDMAP_00004180,train
BDMAP_00004181,train
BDMAP_00004182,train
BDMAP_00004183,train
BDMAP_00004187,train
BDMAP_00004188,train
BDMAP_00004189,train
BDMAP_00004190,train
BDMAP_00004191,train
BDMAP_00004192,train
BDMAP_00004193,train
BDMAP_00004194,train
BDMAP_00004196,train
BDMAP_00004197,train
BDMAP_00004198,train
BDMAP_00004199,train
BDMAP_00004200,train
BDMAP_00004202,train
BDMAP_00004203,train
BDMAP_00004204,train
BDMAP_00004207,train
BDMAP_00004208,train
BDMAP_00004209,train
BDMAP_00004210,train
BDMAP_00004211,train
BDMAP_00004212,train
BDMAP_00004213,train
BDMAP_00004215,train
BDMAP_00004216,train
BDMAP_00004217,train
BDMAP_00004218,train
BDMAP_00004219,train
BDMAP_00004220,train
BDMAP_00004222,train
BDMAP_00004223,train
BDMAP_00004224,train
BDMAP_00004225,train
BDMAP_00004226,train
BDMAP_00004227,train
BDMAP_00004229,train
BDMAP_00004230,train
BDMAP_00004232,train
BDMAP_00004233,train
BDMAP_00004234,train
BDMAP_00004236,train
BDMAP_00004237,train
BDMAP_00004238,train
BDMAP_00004239,train
BDMAP_00004240,train
BDMAP_00004241,train
BDMAP_00004242,train
BDMAP_00004243,train
BDMAP_00004244,train
BDMAP_00004245,train
BDMAP_00004246,train
BDMAP_00004247,train
BDMAP_00004248,train
BDMAP_00004250,train
BDMAP_00004251,train
BDMAP_00004252,train
BDMAP_00004253,train
BDMAP_00004254,train
BDMAP_00004256,train
BDMAP_00004257,train
BDMAP_00004258,train
BDMAP_00004260,train
BDMAP_00004261,train
BDMAP_00004263,train
BDMAP_00004265,train
BDMAP_00004267,train
BDMAP_00004268,train
BDMAP_00004269,train
BDMAP_00004270,train
BDMAP_00004271,train
BDMAP_00004272,train
BDMAP_00004273,train
BDMAP_00004277,train
BDMAP_00004278,train
BDMAP_00004279,train
BDMAP_00004280,train
BDMAP_00004282,train
BDMAP_00004283,train
BDMAP_00004284,train
BDMAP_00004286,train
BDMAP_00004287,train
BDMAP_00004290,train
BDMAP_00004291,train
BDMAP_00004292,train
BDMAP_00004293,train
BDMAP_00004294,train
BDMAP_00004295,train
BDMAP_00004296,train
BDMAP_00004297,train
BDMAP_00004298,train
BDMAP_00004299,train
BDMAP_00004302,train
BDMAP_00004303,train
BDMAP_00004304,train
BDMAP_00004306,train
BDMAP_00004308,train
BDMAP_00004309,train
BDMAP_00004310,train
BDMAP_00004311,train
BDMAP_00004312,train
BDMAP_00004313,train
BDMAP_00004314,train
BDMAP_00004315,train
BDMAP_00004318,train
BDMAP_00004319,train
BDMAP_00004320,train
BDMAP_00004321,train
BDMAP_00004322,train
BDMAP_00004323,train
BDMAP_00004324,train
BDMAP_00004326,train
BDMAP_00004328,train
BDMAP_00004329,train
BDMAP_00004330,train
BDMAP_00004331,train
BDMAP_00004332,train
BDMAP_00004333,train
BDMAP_00004334,train
BDMAP_00004335,train
BDMAP_00004336,train
BDMAP_00004337,train
BDMAP_00004342,train
BDMAP_00004343,train
BDMAP_00004344,train
BDMAP_00004345,train
BDMAP_00004347,train
BDMAP_00004348,train
BDMAP_00004349,train
BDMAP_00004350,train
BDMAP_00004351,train
BDMAP_00004352,train
BDMAP_00004354,train
BDMAP_00004355,train
BDMAP_00004356,train
BDMAP_00004357,train
BDMAP_00004358,train
BDMAP_00004359,train
BDMAP_00004360,train
BDMAP_00004361,train
